"year","zone","measure","value"
"2001","S01002189","Median",82550
"2002","S01002189","Median",91009
"1996","S01002189","Median",54525
"2000","S01002189","Median",85000
"1999","S01002189","Median",71000
"2003","S01002189","Median",116290
"1997","S01002189","Median",50000
"1994","S01002189","Median",46750
"2007","S01002189","Median",194598
"1993","S01002189","Mean",44799
"1994","S01002189","Mean",48233
"1995","S01002189","Mean",53558
"2008","S01002189","Mean",177192
"1996","S01002189","Mean",56746
"2004","S01002189","Mean",155869
"1997","S01002189","Mean",54657
"2005","S01002189","Mean",148780
"2009","S01002189","Mean",185737
"2010","S01002189","Mean",144531
"2011","S01002189","Mean",189612
"2012","S01002189","Mean",167036
"2013","S01002189","Mean",183288
"2006","S01002189","Mean",192064
"2003","S01002189","Mean",123748
"2002","S01002189","Mean",103802
"1998","S01002189","Mean",66595
"1999","S01002189","Mean",73058
"2007","S01002189","Mean",186452
"2000","S01002189","Mean",83925
"2001","S01002189","Mean",83274
"1997","S01002189","Upper Quartile",65000
"2003","S01002189","Upper Quartile",140000
"2002","S01002189","Upper Quartile",120000
"1996","S01002189","Upper Quartile",60000
"2008","S01002189","Upper Quartile",186000
"2006","S01002189","Upper Quartile",215000
"1998","S01002189","Upper Quartile",76334
"1995","S01002189","Upper Quartile",57575
"2007","S01002189","Upper Quartile",230616
"2004","S01002189","Upper Quartile",191313
"1999","S01002189","Upper Quartile",92500
"2011","S01002189","Upper Quartile",260000
"1994","S01002189","Upper Quartile",54050
"2005","S01002189","Upper Quartile",169000
"2012","S01002189","Upper Quartile",207000
"2013","S01002189","Upper Quartile",217500
"2010","S01002189","Upper Quartile",185975
"1993","S01002189","Upper Quartile",47500
"2001","S01002189","Upper Quartile",94000
"2009","S01002189","Upper Quartile",221888
"2000","S01002189","Upper Quartile",91855
"2004","S01002189","Lower Quartile",123000
"2005","S01002189","Lower Quartile",123750
"2006","S01002189","Lower Quartile",150000
"2007","S01002189","Lower Quartile",145000
"2008","S01002189","Lower Quartile",138000
"2009","S01002189","Lower Quartile",155556
"2010","S01002189","Lower Quartile",110575
"2011","S01002189","Lower Quartile",136778
"2012","S01002189","Lower Quartile",123500
"2013","S01002189","Lower Quartile",158050
"2003","S01002189","Lower Quartile",96650
"2002","S01002189","Lower Quartile",78900
"1998","S01002189","Lower Quartile",53535
"1999","S01002189","Lower Quartile",53000
"2000","S01002189","Lower Quartile",60000
"2001","S01002189","Lower Quartile",67167
"1993","S01002189","Lower Quartile",36500
"1994","S01002189","Lower Quartile",41000
"1995","S01002189","Lower Quartile",41500
"1996","S01002189","Lower Quartile",49000
"1997","S01002189","Lower Quartile",43000
"2004","S01002189","Count",27
"2005","S01002189","Count",32
"2006","S01002189","Count",43
"2007","S01002189","Count",24
"2008","S01002189","Count",9
"2009","S01002189","Count",21
"2010","S01002189","Count",8
"2011","S01002189","Count",12
"2012","S01002189","Count",14
"2013","S01002189","Count",20
"2003","S01002189","Count",26
"2002","S01002189","Count",31
"1998","S01002189","Count",40
"1999","S01002189","Count",29
"2000","S01002189","Count",34
"2001","S01002189","Count",34
"1993","S01002189","Count",27
"1994","S01002189","Count",36
"1995","S01002189","Count",34
"1996","S01002189","Count",41
"1997","S01002189","Count",21
"2008","S01002190","Median",205000
"2009","S01002190","Median",211451
"2006","S01002190","Median",210000
"2005","S01002190","Median",210000
"1998","S01002190","Median",74600
"2010","S01002190","Median",220000
"2013","S01002190","Median",208250
"2012","S01002190","Median",185000
"1995","S01002190","Median",55042
"2011","S01002190","Median",228750
"2004","S01002190","Median",210500
"1993","S01002190","Median",44519
"2001","S01002190","Median",110125
"2002","S01002190","Median",135140
"1996","S01002190","Median",56000
"2000","S01002190","Median",79000
"1999","S01002190","Median",86106
"2003","S01002190","Median",160000
"1997","S01002190","Median",60000
"1994","S01002190","Median",59090
"2007","S01002190","Median",270000
"1993","S01002190","Mean",57016
"1994","S01002190","Mean",61999
"1995","S01002190","Mean",55239
"2008","S01002190","Mean",221435
"1996","S01002190","Mean",65041
"2004","S01002190","Mean",240186
"1997","S01002190","Mean",79941
"2005","S01002190","Mean",234701
"2009","S01002190","Mean",274731
"2010","S01002190","Mean",284895
"2011","S01002190","Mean",271545
"2012","S01002190","Mean",209464
"2013","S01002190","Mean",272610
"2006","S01002190","Mean",244428
"2003","S01002190","Mean",192944
"2002","S01002190","Mean",155701
"1998","S01002190","Mean",93684
"1999","S01002190","Mean",114866
"2007","S01002190","Mean",317906
"2000","S01002190","Mean",117926
"2001","S01002190","Mean",135929
"1997","S01002190","Upper Quartile",89000
"2003","S01002190","Upper Quartile",219056
"2002","S01002190","Upper Quartile",189625
"1996","S01002190","Upper Quartile",70000
"2008","S01002190","Upper Quartile",235000
"2006","S01002190","Upper Quartile",310000
"1998","S01002190","Upper Quartile",108875
"1995","S01002190","Upper Quartile",70000
"2007","S01002190","Upper Quartile",385750
"2004","S01002190","Upper Quartile",250000
"1999","S01002190","Upper Quartile",120925
"2011","S01002190","Upper Quartile",250000
"1994","S01002190","Upper Quartile",73500
"2005","S01002190","Upper Quartile",299500
"2012","S01002190","Upper Quartile",249995
"2013","S01002190","Upper Quartile",300500
"2010","S01002190","Upper Quartile",315000
"1993","S01002190","Upper Quartile",66500
"2001","S01002190","Upper Quartile",145625
"2009","S01002190","Upper Quartile",312000
"2000","S01002190","Upper Quartile",156006
"2004","S01002190","Lower Quartile",171171
"2005","S01002190","Lower Quartile",151950
"2006","S01002190","Lower Quartile",165000
"2007","S01002190","Lower Quartile",203272
"2008","S01002190","Lower Quartile",160000
"2009","S01002190","Lower Quartile",167750
"2010","S01002190","Lower Quartile",181123
"2011","S01002190","Lower Quartile",175000
"2012","S01002190","Lower Quartile",174040
"2013","S01002190","Lower Quartile",184750
"2003","S01002190","Lower Quartile",128998
"2002","S01002190","Lower Quartile",100750
"1998","S01002190","Lower Quartile",63157
"1999","S01002190","Lower Quartile",80750
"2000","S01002190","Lower Quartile",70288
"2001","S01002190","Lower Quartile",86658
"1993","S01002190","Lower Quartile",40000
"1994","S01002190","Lower Quartile",45500
"1995","S01002190","Lower Quartile",42400
"1996","S01002190","Lower Quartile",45000
"1997","S01002190","Lower Quartile",49500
"2004","S01002190","Count",14
"2005","S01002190","Count",21
"2006","S01002190","Count",33
"2007","S01002190","Count",28
"2008","S01002190","Count",13
"2009","S01002190","Count",16
"2010","S01002190","Count",19
"2011","S01002190","Count",18
"2012","S01002190","Count",13
"2013","S01002190","Count",20
"2003","S01002190","Count",28
"2002","S01002190","Count",24
"1998","S01002190","Count",21
"1999","S01002190","Count",20
"2000","S01002190","Count",29
"2001","S01002190","Count",32
"1993","S01002190","Count",22
"1994","S01002190","Count",36
"1995","S01002190","Count",19
"1996","S01002190","Count",24
"1997","S01002190","Count",17
"2008","S01002191","Median",124998
"2009","S01002191","Median",99950
"2006","S01002191","Median",100000
"2005","S01002191","Median",85000
"1998","S01002191","Median",40750
"2010","S01002191","Median",110000
"2013","S01002191","Median",86000
"2012","S01002191","Median",75000
"1995","S01002191","Median",38000
"2011","S01002191","Median",98000
"2004","S01002191","Median",81806
"1993","S01002191","Median",40500
"2001","S01002191","Median",47625
"2002","S01002191","Median",55029
"1996","S01002191","Median",38000
"2000","S01002191","Median",46500
"1999","S01002191","Median",42000
"2003","S01002191","Median",67750
"1997","S01002191","Median",39995
"1994","S01002191","Median",38000
"2007","S01002191","Median",118000
"1993","S01002191","Mean",40833
"1994","S01002191","Mean",37550
"1995","S01002191","Mean",39286
"2008","S01002191","Mean",121929
"1996","S01002191","Mean",43860
"2004","S01002191","Mean",79552
"1997","S01002191","Mean",41950
"2005","S01002191","Mean",84504
"2009","S01002191","Mean",93535
"2010","S01002191","Mean",104375
"2011","S01002191","Mean",95000
"2012","S01002191","Mean",74257
"2013","S01002191","Mean",86491
"2006","S01002191","Mean",101403
"2003","S01002191","Mean",70546
"2002","S01002191","Mean",56105
"1998","S01002191","Mean",50380
"1999","S01002191","Mean",41823
"2007","S01002191","Mean",114558
"2000","S01002191","Mean",46353
"2001","S01002191","Mean",47761
"1997","S01002191","Upper Quartile",44950
"2003","S01002191","Upper Quartile",75000
"2002","S01002191","Upper Quartile",60000
"1996","S01002191","Upper Quartile",40000
"2008","S01002191","Upper Quartile",127500
"2006","S01002191","Upper Quartile",105000
"1998","S01002191","Upper Quartile",43250
"1995","S01002191","Upper Quartile",40500
"2007","S01002191","Upper Quartile",125000
"2004","S01002191","Upper Quartile",87250
"1999","S01002191","Upper Quartile",44000
"2011","S01002191","Upper Quartile",104000
"1994","S01002191","Upper Quartile",39500
"2005","S01002191","Upper Quartile",91000
"2012","S01002191","Upper Quartile",87500
"2013","S01002191","Upper Quartile",95000
"2010","S01002191","Upper Quartile",112500
"1993","S01002191","Upper Quartile",42000
"2001","S01002191","Upper Quartile",49995
"2009","S01002191","Upper Quartile",110000
"2000","S01002191","Upper Quartile",49270
"2004","S01002191","Lower Quartile",73000
"2005","S01002191","Lower Quartile",81081
"2006","S01002191","Lower Quartile",92500
"2007","S01002191","Lower Quartile",108000
"2008","S01002191","Lower Quartile",119150
"2009","S01002191","Lower Quartile",86000
"2010","S01002191","Lower Quartile",96500
"2011","S01002191","Lower Quartile",78500
"2012","S01002191","Lower Quartile",62300
"2013","S01002191","Lower Quartile",78000
"2003","S01002191","Lower Quartile",60000
"2002","S01002191","Lower Quartile",52000
"1998","S01002191","Lower Quartile",38500
"1999","S01002191","Lower Quartile",40000
"2000","S01002191","Lower Quartile",42250
"2001","S01002191","Lower Quartile",45000
"1993","S01002191","Lower Quartile",38500
"1994","S01002191","Lower Quartile",37500
"1995","S01002191","Lower Quartile",36000
"1996","S01002191","Lower Quartile",36000
"1997","S01002191","Lower Quartile",37950
"2004","S01002191","Count",18
"2005","S01002191","Count",19
"2006","S01002191","Count",27
"2007","S01002191","Count",27
"2008","S01002191","Count",22
"2009","S01002191","Count",13
"2010","S01002191","Count",8
"2011","S01002191","Count",7
"2012","S01002191","Count",7
"2013","S01002191","Count",11
"2003","S01002191","Count",27
"2002","S01002191","Count",28
"1998","S01002191","Count",12
"1999","S01002191","Count",13
"2000","S01002191","Count",16
"2001","S01002191","Count",22
"1993","S01002191","Count",6
"1994","S01002191","Count",9
"1995","S01002191","Count",7
"1996","S01002191","Count",15
"1997","S01002191","Count",11
"2008","S01002192","Median",169000
"2009","S01002192","Median",155000
"2006","S01002192","Median",151000
"2005","S01002192","Median",140000
"1998","S01002192","Median",60550
"2010","S01002192","Median",152550
"2013","S01002192","Median",153500
"2012","S01002192","Median",140000
"1995","S01002192","Median",53500
"2011","S01002192","Median",152000
"2004","S01002192","Median",130000
"1993","S01002192","Median",53050
"2001","S01002192","Median",88600
"2002","S01002192","Median",89588
"1996","S01002192","Median",56775
"2000","S01002192","Median",78000
"1999","S01002192","Median",65800
"2003","S01002192","Median",116059
"1997","S01002192","Median",57500
"1994","S01002192","Median",52750
"2007","S01002192","Median",165188
"1993","S01002192","Mean",57660
"1994","S01002192","Mean",52562
"1995","S01002192","Mean",53812
"2008","S01002192","Mean",176392
"1996","S01002192","Mean",59470
"2004","S01002192","Mean",119237
"1997","S01002192","Mean",59410
"2005","S01002192","Mean",129651
"2009","S01002192","Mean",154922
"2010","S01002192","Mean",154275
"2011","S01002192","Mean",160489
"2012","S01002192","Mean",132681
"2013","S01002192","Mean",154960
"2006","S01002192","Mean",167230
"2003","S01002192","Mean",115644
"2002","S01002192","Mean",89712
"1998","S01002192","Mean",65192
"1999","S01002192","Mean",68828
"2007","S01002192","Mean",166692
"2000","S01002192","Mean",77097
"2001","S01002192","Mean",93425
"1997","S01002192","Upper Quartile",65036
"2003","S01002192","Upper Quartile",126750
"2002","S01002192","Upper Quartile",106156
"1996","S01002192","Upper Quartile",63536
"2008","S01002192","Upper Quartile",181601
"2006","S01002192","Upper Quartile",163500
"1998","S01002192","Upper Quartile",73166
"1995","S01002192","Upper Quartile",56500
"2007","S01002192","Upper Quartile",190664
"2004","S01002192","Upper Quartile",145000
"1999","S01002192","Upper Quartile",72267
"2011","S01002192","Upper Quartile",179950
"1994","S01002192","Upper Quartile",60000
"2005","S01002192","Upper Quartile",154000
"2012","S01002192","Upper Quartile",161150
"2013","S01002192","Upper Quartile",162500
"2010","S01002192","Upper Quartile",207500
"1993","S01002192","Upper Quartile",60000
"2001","S01002192","Upper Quartile",105000
"2009","S01002192","Upper Quartile",163000
"2000","S01002192","Upper Quartile",80508
"2004","S01002192","Lower Quartile",98000
"2005","S01002192","Lower Quartile",112000
"2006","S01002192","Lower Quartile",145000
"2007","S01002192","Lower Quartile",155000
"2008","S01002192","Lower Quartile",160000
"2009","S01002192","Lower Quartile",135000
"2010","S01002192","Lower Quartile",101050
"2011","S01002192","Lower Quartile",139900
"2012","S01002192","Lower Quartile",114000
"2013","S01002192","Lower Quartile",140000
"2003","S01002192","Lower Quartile",104500
"2002","S01002192","Lower Quartile",68083
"1998","S01002192","Lower Quartile",53000
"1999","S01002192","Lower Quartile",58000
"2000","S01002192","Lower Quartile",69000
"2001","S01002192","Lower Quartile",76500
"1993","S01002192","Lower Quartile",52000
"1994","S01002192","Lower Quartile",46750
"1995","S01002192","Lower Quartile",51000
"1996","S01002192","Lower Quartile",55500
"1997","S01002192","Lower Quartile",53950
"2004","S01002192","Count",15
"2005","S01002192","Count",19
"2006","S01002192","Count",14
"2007","S01002192","Count",18
"2008","S01002192","Count",13
"2009","S01002192","Count",9
"2010","S01002192","Count",4
"2011","S01002192","Count",9
"2012","S01002192","Count",15
"2013","S01002192","Count",18
"2003","S01002192","Count",12
"2002","S01002192","Count",16
"1998","S01002192","Count",8
"1999","S01002192","Count",13
"2000","S01002192","Count",13
"2001","S01002192","Count",20
"1993","S01002192","Count",10
"1994","S01002192","Count",8
"1995","S01002192","Count",8
"1996","S01002192","Count",10
"1997","S01002192","Count",10
"2008","S01002193","Median",515000
"2009","S01002193","Median",410000
"2006","S01002193","Median",330330
"2005","S01002193","Median",270000
